A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
71,Ga,31,9300.0,1.0,7863.0,2.0,13636.0,5.0
71,Ge,32,7415.0,0.0,8285.0,1.0,23579.0,128.0
71,As,33,11622.0,50.0,4620.0,4.0,35833.0,9918.0
72,Fe,26,5072.0,20149.0,39715.0,1781.0,1204.0,14204.0
72,Co,27,3901.0,16059.0,28389.0,7021.0,3694.0,9783.0
72,Ni,28,6891.0,3.0,17145.0,465.0,18359.0,2.0
72,Cu,29,5143.0,2.0,11665.0,2.0,8446.0,4.0
72,Zn,30,8888.0,3.0,12723.0,2.0,277.0,2.0
72,Ga,31,6520.0,0.0,8548.0,2.0,9526.0,1.0
72,Ge,32,10750.0,0.0,9735.0,0.0,18645.0,8.0
72,As,33,8408.0,5.0,5612.0,4.0,29900.0,13042.0
73,Co,27,5290.0,16277.0,32281.0,4722.0,3956.0,12272.0
73,Ni,28,3953.0,3.0,17198.0,21189.0,2.0,4972.0
73,Cu,29,7275.0,2.0,12050.0,2.0,11965.0,4.0
73,Zn,30,5519.0,2.0,13099.0,2.0,2633.0,7.0
73,Ga,31,9182.0,1.0,8842.0,2.0,6051.0,7.0
73,Ge,32,6782.0,0.0,9998.0,0.0,14745.0,6.0
73,As,33,10794.0,5.0,5655.0,3.0,24871.0,9664.0
73,Se,34,8430.0,7.0,7286.0,8.0,36277.0,10376.0
74,Co,27,3473.0,17209.0,35229.0,6321.0,3473.0,11604.0
74,Ni,28,6419.0,18327.0,24966.0,2454.0,778.0,11380.0
74,Cu,29,5090.0,6.0,13187.0,6.0,14853.0,6.0
74,Zn,30,8234.0,3.0,14058.0,3.0,6456.0,2.0
74,Ga,31,6421.0,3.0,9745.0,3.0,2761.0,6.0
74,Ge,32,10196.0,0.0,11012.0,1.0,11090.0,2.0
74,As,33,7978.0,4.0,6851.0,1.0,18944.0,3.0
74,Se,34,12057.0,7.0,8549.0,3.0,31386.0,6727.0
75,Co,27,4901.0,17348.0,38815.0,3961.0,3645.0,14103.0
75,Ni,28,3645.0,18499.0,27827.0,4099.0,1034.0,9953.0
75,Cu,29,6536.0,6.0,13304.0,18562.0,2.0,6347.0
75,Zn,30,4873.0,3.0,13841.0,6.0,9610.0,1.0
75,Ga,31,8486.0,3.0,9996.0,3.0,642.0,4.0
75,Ge,32,6505.0,0.0,11096.0,2.0,7533.0,8.0
75,As,33,10245.0,1.0,6900.0,0.0,15815.0,1.0
75,Se,34,8027.0,0.0,8598.0,1.0,25550.0,220.0
75,Br,35,11890.0,7.0,4182.0,4.0,37287.0,9831.0
76,Ni,28,5672.0,19270.0,31583.0,1901.0,652.0,13084.0
76,Cu,29,4575.0,7.0,14235.0,21315.0,6.0,8191.0
76,Zn,30,7815.0,2.0,15120.0,2.0,12948.0,1.0
76,Ga,31,5903.0,3.0,11026.0,2.0,3992.0,9.0
76,Ge,32,9427.0,0.0,12037.0,2.0,4199.0,4.0
76,As,33,7328.0,0.0,7723.0,0.0,11812.0,1.0
76,Se,34,11153.0,0.0,9506.0,0.0,21004.0,34.0
76,Br,35,9253.0,10.0,5408.0,9.0,31809.0,12634.0
77,Ni,28,3241.0,19578.0,34413.0,3561.0,885.0,11563.0
77,Cu,29,5719.0,14283.0,25292.0,6117.0,4696.0,10157.0
77,Zn,30,4557.0,2.0,15102.0,6.0,15810.0,1.0
77,Ga,31,7767.0,3.0,10978.0,2.0,7242.0,3.0
77,Ge,32,6071.0,0.0,12205.0,1.0,1043.0,1.0
77,As,33,9696.0,1.0,7992.0,1.0,9085.0,2.0
77,Se,34,7418.0,0.0,9597.0,0.0,16796.0,7.0
77,Br,35,11017.0,9.0,5271.0,2.0,26796.0,9645.0
77,Kr,36,9227.0,4.0,7169.0,9.0,38130.0,9648.0
78,Cu,29,3945.0,14987.0,28319.0,503.0,7844.0,4396.0
78,Zn,30,6765.0,2.0,16148.0,19542.0,1.0,4203.0
78,Ga,31,5784.0,3.0,12205.0,2.0,9746.0,4.0
78,Ge,32,8720.0,3.0,13158.0,4.0,2316.0,3.0
78,As,33,6971.0,9.0,8893.0,9.0,5881.0,10.0
78,Se,34,10497.0,0.0,10398.0,1.0,13852.0,7.0
78,Br,35,8288.0,4.0,6141.0,3.0,21279.0,12510.0
78,Kr,36,12080.0,1.0,8232.0,2.0,33329.0,6821.0
79,Cu,29,5314.0,15140.0,31896.0,5770.0,4754.0,11583.0
79,Zn,30,4020.0,2.0,16223.0,503.0,22485.0,2.0
79,Ga,31,6913.0,2.0,12353.0,2.0,13520.0,2.0
79,Ge,32,5735.0,37.0,13109.0,37.0,4915.0,37.0
79,As,33,8890.0,11.0,9062.0,6.0,2833.0,5.0
79,Se,34,6962.0,0.0,10389.0,9.0,10440.0,8.0
79,Br,35,10687.0,3.0,6331.0,1.0,18250.0,79.0
79,Kr,36,8335.0,3.0,8279.0,5.0,27672.0,9503.0
79,Rb,37,11938.0,3.0,3913.0,2.0,39153.0,10077.0
80,Cu,29,2531.0,15918.0,36015.0,8401.0,5464.0,9539.0
80,Zn,30,6287.0,3.0,17197.0,26110.0,2.0,3559.0
80,Ga,31,4747.0,3.0,13080.0,3.0,16665.0,3.0
80,Ge,32,8080.0,37.0,14276.0,2.0,8358.0,2.0
80,As,33,6649.0,6.0,9976.0,37.0,39.0,3.0
80,Se,34,9913.0,0.0,11412.0,5.0,7448.0,3.0
80,Br,35,7892.0,0.0,7260.0,1.0,14740.0,6.0
80,Kr,36,11522.0,3.0,9114.0,1.0,23533.0,6269.0
80,Rb,37,9443.0,2.0,5022.0,3.0,33755.0,12713.0
81,Zn,30,2622.0,5.0,17289.0,30189.0,5.0,6251.0
81,Ga,31,6475.0,4.0,13268.0,4.0,20349.0,3.0
81,Ge,32,4827.0,2.0,14356.0,3.0,11404.0,2.0
81,As,33,8390.0,4.0,10286.0,3.0,2923.0,5.0
81,Se,34,6700.0,0.0,11463.0,3.0,4860.0,3.0
81,Br,35,10159.0,1.0,7506.0,1.0,12264.0,5.0
81,Kr,36,7874.0,1.0,9096.0,1.0,20236.0,94.0
81,Rb,37,11352.0,5.0,4852.0,4.0,29096.0,9696.0
81,Sr,38,9287.0,4.0,6641.0,3.0,39778.0,9985.0
82,Zn,30,4185.0,5.0,18183.0,35279.0,3.0,4597.0
82,Ga,31,3374.0,4.0,14020.0,5.0,24567.0,2.0
82,Ge,32,7194.0,3.0,15076.0,3.0,15176.0,2.0
82,As,33,5643.0,4.0,11102.0,4.0,6082.0,4.0
82,Se,34,9276.0,0.0,12349.0,2.0,1583.0,6.0
82,Br,35,7592.0,0.0,8398.0,1.0,9434.0,5.0
82,Kr,36,10966.0,1.0,9903.0,0.0,16960.0,11.0
82,Rb,37,8802.0,5.0,5780.0,3.0,24098.0,12416.0
82,Sr,38,12553.0,6.0,7842.0,7.0,35640.0,6876.0
83,Ga,31,4397.0,3.0,14232.0,4.0,29756.0,4.0
83,Ge,32,3632.0,3.0,15334.0,3.0,19014.0,2.0
83,As,33,7635.0,4.0,11543.0,3.0,9401.0,3.0
83,Se,34,5817.0,3.0,12524.0,4.0,1457.0,7.0
83,Br,35,9586.0,3.0,8708.0,3.0,6808.0,19.0
83,Kr,36,7470.0,0.0,9780.0,0.0,14078.0,6.0
83,Rb,37,10954.0,3.0,5767.0,2.0,21514.0,150.0
83,Sr,38,8858.0,9.0,7898.0,7.0,30458.0,9369.0
83,Y,39,12212.0,19.0,3484.0,19.0,40886.0,10033.0
84,Ga,31,2902.0,15087.0,33695.0,8937.0,6976.0,7021.0
84,Ge,32,5243.0,3.0,16180.0,4.0,24290.0,3.0
84,As,33,4255.0,4.0,12166.0,3.0,13905.0,3.0
84,Se,34,8678.0,3.0,13567.0,3.0,4701.0,2.0
84,Br,35,6840.0,26.0,9731.0,25.0,3888.0,26.0
84,Kr,36,10520.0,0.0,10714.0,3.0,11017.0,5.0
84,Rb,37,8759.0,3.0,7057.0,2.0,18540.0,13.0
84,Sr,38,11923.0,6.0,8867.0,2.0,26479.0,6249.0
84,Y,39,9760.0,19.0,4385.0,8.0,36194.0,12826.0
85,Ga,31,3833.0,15209.0,38726.0,7152.0,7329.0,8883.0
85,Ge,32,3046.0,4.0,16325.0,28356.0,4.0,6844.0
85,As,33,5406.0,4.0,12329.0,4.0,18978.0,3.0
85,Se,34,4537.0,3.0,13849.0,4.0,8689.0,3.0
85,Br,35,8863.0,25.0,9916.0,3.0,733.0,19.0
85,Kr,36,7112.0,2.0,10986.0,25.0,8305.0,6.0
85,Rb,37,10479.0,2.0,7016.0,0.0,15887.0,4.0
85,Sr,38,8525.0,3.0,8633.0,3.0,23593.0,16.0
85,Y,39,12019.0,19.0,4481.0,19.0,31992.0,9666.0
85,Zr,40,9824.0,8.0,6569.0,7.0,42225.0,9741.0
86,Ge,32,4347.0,437.0,16840.0,33865.0,437.0,5398.0
86,As,33,3844.0,4.0,13127.0,5.0,23784.0,3.0
86,Se,34,6160.0,3.0,14602.0,3.0,14019.0,2.0
86,Br,35,5128.0,4.0,10507.0,4.0,3650.0,14.0
86,Kr,36,9856.0,2.0,11979.0,3.0,5296.0,3.0
86,Rb,37,8650.0,0.0,8555.0,2.0,13612.0,5.0
86,Sr,38,11491.0,2.0,9644.0,0.0,20412.0,3.0
86,Y,39,9512.0,23.0,5468.0,14.0,27713.0,12077.0
86,Zr,40,12865.0,7.0,7415.0,19.0,38199.0,6636.0
87,Ge,32,2750.0,17288.0,36631.0,6482.0,4873.0,6502.0
87,As,33,4727.0,4.0,13506.0,437.0,28979.0,2.0
87,Se,34,3994.0,3.0,14752.0,4.0,18453.0,2.0
87,Br,35,6330.0,4.0,10677.0,4.0,9126.0,3.0
87,Kr,36,5515.0,0.0,12366.0,3.0,1362.0,4.0
87,Rb,37,9922.0,0.0,8621.0,0.0,10723.0,6.0
87,Sr,38,8428.0,0.0,9422.0,0.0,17995.0,2.0
87,Y,39,11806.0,14.0,5784.0,1.0,25328.0,4.0
87,Zr,40,9449.0,5.0,7353.0,14.0,33827.0,9205.0
88,As,33,3173.0,13931.0,31889.0,9391.0,7268.0,5224.0
88,Se,34,5529.0,4.0,15555.0,4.0,24037.0,3.0
88,Br,35,4895.0,4.0,11578.0,3.0,13583.0,3.0
88,Kr,36,7053.0,2.0,13088.0,4.0,3937.0,6.0
88,Rb,37,6082.0,0.0,9188.0,0.0,6435.0,58.0
88,Sr,38,11112.0,0.0,10612.0,0.0,15235.0,3.0
88,Y,39,9351.0,1.0,6707.0,1.0,22617.0,149.0
88,Zr,40,12353.0,6.0,7899.0,5.0,29289.0,6365.0
88,Nb,41,10370.0,59.0,4115.0,58.0,39313.0,12506.0
89,As,33,4150.0,13949.0,34914.0,7991.0,7466.0,7072.0
89,Se,34,3179.0,5.0,15562.0,27216.0,3.0,7336.0
89,Br,35,5629.0,4.0,11679.0,4.0,19434.0,3.0
89,Kr,36,4915.0,3.0,13108.0,3.0,8339.0,3.0
89,Rb,37,7174.0,5.0,9310.0,6.0,1087.0,24.0
89,Sr,38,6358.0,0.0,10888.0,0.0,11194.0,3.0
89,Y,39,11480.0,2.0,7075.0,1.0,20313.0,4.0
89,Zr,40,9318.0,6.0,7865.0,3.0,26615.0,8853.0
89,Nb,41,12522.0,63.0,4285.0,24.0,34765.0,9432.0
90,As,33,2603.0,14890.0,38034.0,9518.0,7612.0,6434.0
90,Se,34,4879.0,329.0,16291.0,30147.0,329.0,5630.0
90,Br,35,3797.0,4.0,12296.0,5.0,22493.0,3.0
90,Kr,36,6494.0,2.0,13973.0,3.0,13813.0,1.0
90,Rb,37,5723.0,8.0,10117.0,6.0,3297.0,7.0
90,Sr,38,7810.0,2.0,11524.0,5.0,5775.0,4.0
90,Y,39,6857.0,0.0,7574.0,1.0,15769.0,1.0
90,Zr,40,11968.0,3.0,8353.0,1.0,23888.0,3.0
90,Nb,41,10107.0,23.0,5074.0,4.0,30962.0,11678.0
90,Mo,42,13228.0,5.0,6836.0,23.0,40463.0,6711.0
91,Se,34,2851.0,544.0,16539.0,33071.0,433.0,6929.0
91,Br,35,5178.0,4.0,12596.0,329.0,25244.0,3.0
91,Kr,36,4086.0,2.0,14262.0,4.0,16921.0,2.0
91,Rb,37,6451.0,10.0,10074.0,8.0,8892.0,8.0
91,Sr,38,5775.0,5.0,11576.0,8.0,1443.0,8.0
91,Y,39,7928.0,2.0,7692.0,2.0,10364.0,3.0
91,Zr,40,7194.0,0.0,8690.0,1.0,19655.0,2.0
91,Nb,41,12047.0,4.0,5154.0,2.0,28068.0,8948.0
91,Mo,42,10107.0,7.0,6836.0,7.0,36279.0,9127.0
92,Se,34,4215.0,17116.0,36144.0,5317.0,4939.0,7348.0
92,Br,35,3196.0,7.0,12941.0,433.0,28583.0,11.0
92,Kr,36,5866.0,3.0,14951.0,4.0,19689.0,2.0
92,Rb,37,5098.0,9.0,11087.0,6.0,11680.0,6.0
92,Sr,38,7286.0,6.0,12411.0,8.0,3941.0,3.0
92,Y,39,6536.0,9.0,8453.0,10.0,5890.0,9.0
92,Zr,40,8634.0,0.0,9396.0,1.0,14157.0,2.0
92,Nb,41,7886.0,3.0,5846.0,1.0,23454.0,4.0
92,Mo,42,12671.0,6.0,7459.0,2.0,32229.0,6563.0
92,Tc,43,11010.0,3.0,4005.0,6.0,41795.0,11957.0
93,Br,35,4728.0,430.0,13455.0,31336.0,430.0,8400.0
93,Kr,36,3437.0,3.0,15192.0,7.0,22986.0,2.0
93,Rb,37,5918.0,9.0,11139.0,8.0,14592.0,7.0
93,Sr,38,5289.0,8.0,12602.0,9.0,6721.0,7.0
93,Y,39,7481.0,13.0,8648.0,11.0,621.0,10.0
93,Zr,40,6734.0,0.0,9594.0,9.0,9905.0,2.0
93,Nb,41,8830.0,1.0,6042.0,1.0,18201.0,3.0
93,Mo,42,8069.0,0.0,7642.0,1.0,27806.0,10541.0
93,Tc,43,12751.0,3.0,4086.0,1.0,37339.0,9313.0
94,Br,35,2581.0,13973.0,34951.0,10035.0,8044.0,4857.0
94,Kr,36,5283.0,12.0,15746.0,430.0,25921.0,12.0
94,Rb,37,4014.0,8.0,11715.0,3.0,17806.0,2.0
94,Sr,38,6831.0,7.0,13514.0,8.0,9568.0,1.0
94,Y,39,6195.0,12.0,9554.0,9.0,1806.0,7.0
94,Zr,40,8218.0,0.0,10331.0,10.0,4685.0,3.0
94,Nb,41,7227.0,0.0,6536.0,1.0,13461.0,3.0
94,Mo,42,9678.0,0.0,8490.0,1.0,22311.0,4.0
94,Tc,43,8623.0,4.0,4640.0,4.0,31749.0,13361.0
94,Ru,44,13438.0,3.0,6266.0,3.0,42444.0,7052.0
95,Br,35,4442.0,14257.0,37438.0,7656.0,7817.0,7143.0
95,Kr,36,2882.0,22.0,16048.0,29501.0,18.0,7442.0
95,Rb,37,5400.0,20.0,11832.0,23.0,20894.0,20.0
95,Sr,38,4345.0,6.0,13845.0,6.0,12592.0,5.0
95,Y,39,6928.0,9.0,9652.0,6.0,4812.0,8.0
95,Zr,40,6461.0,0.0,10597.0,6.0,2202.0,9.0
95,Nb,41,8488.0,1.0,6805.0,0.0,8445.0,3.0
95,Mo,42,7369.0,0.0,8631.0,1.0,17745.0,3.0
95,Tc,43,9934.0,6.0,4896.0,5.0,26424.0,11496.0
95,Ru,44,8945.0,10.0,6588.0,10.0,36827.0,10859.0
96,Kr,36,4992.0,27.0,16598.0,32359.0,20.0,5031.0
96,Rb,37,3534.0,20.0,12484.0,18.0,24248.0,3.0
96,Sr,38,5875.0,10.0,14321.0,21.0,15870.0,8.0
96,Y,39,5198.0,9.0,10505.0,8.0,7485.0,7.0
96,Zr,40,7850.0,0.0,11518.0,6.0,641.0,0.0
96,Nb,41,6887.0,0.0,7231.0,0.0,5915.0,10.0
96,Mo,42,9154.0,0.0,9297.0,0.0,12611.0,4.0
96,Tc,43,7871.0,7.0,5398.0,5.0,21310.0,90.0
96,Ru,44,10693.0,9.0,7348.0,5.0,30507.0,8788.0
96,Rh,45,9418.0,10.0,3518.0,13.0,41797.0,13606.0
97,Kr,36,2415.0,132.0,16549.0,35519.0,130.0,7058.0
97,Rb,37,5236.0,3.0,12728.0,20.0,27086.0,4.0
97,Sr,38,3728.0,9.0,14516.0,4.0,18963.0,3.0
97,Y,39,5856.0,9.0,10486.0,10.0,11103.0,7.0
97,Zr,40,5575.0,0.0,11895.0,6.0,3177.0,2.0
97,Nb,41,8074.0,4.0,7455.0,4.0,3008.0,35.0
97,Mo,42,6821.0,0.0,9230.0,0.0,9738.0,4.0
97,Tc,43,9474.0,6.0,5718.0,4.0,16398.0,110.0
97,Ru,44,8111.0,2.0,7587.0,5.0,25667.0,10611.0
97,Rh,45,10981.0,36.0,3806.0,35.0,35408.0,11571.0
98,Kr,36,4959.0,17545.0,36976.0,4563.0,4324.0,8205.0
98,Rb,37,3921.0,16.0,14234.0,131.0,29155.0,16.0
98,Sr,38,5912.0,4.0,15192.0,3.0,21692.0,3.0
98,Y,39,4244.0,10.0,11002.0,8.0,14137.0,8.0
98,Zr,40,6415.0,8.0,12454.0,10.0,6938.0,10.0
98,Nb,41,5990.0,6.0,7870.0,5.0,349.0,12.0
98,Mo,42,8642.0,0.0,9799.0,4.0,6795.0,4.0
98,Tc,43,7279.0,5.0,6176.0,3.0,13365.0,33.0
98,Ru,44,10175.0,7.0,8289.0,7.0,20588.0,52.0
98,Rh,45,8648.0,37.0,4343.0,12.0,29279.0,13615.0
99,Rb,37,4823.0,16.0,14099.0,31214.0,12.0,7013.0
99,Sr,38,4169.0,5.0,15441.0,16.0,23448.0,4.0
99,Y,39,6426.0,10.0,11515.0,7.0,16678.0,6.0
99,Zr,40,4405.0,13.0,12614.0,13.0,10004.0,10.0
99,Nb,41,6882.0,13.0,8337.0,14.0,3245.0,13.0
99,Mo,42,5925.0,0.0,9734.0,5.0,3787.0,4.0
99,Tc,43,8966.0,3.0,6500.0,0.0,10615.0,6.0
99,Ru,44,7471.0,6.0,8482.0,3.0,17694.0,1.0
99,Rh,45,10477.0,13.0,4645.0,9.0,24205.0,11250.0
99,Pd,46,8932.0,6.0,6296.0,12.0,34239.0,11125.0
100,Rb,37,3197.0,19.0,14777.0,33550.0,21.0,8775.0
100,Sr,38,5370.0,8.0,15988.0,8.0,26372.0,7.0
100,Y,39,4748.0,12.0,12094.0,12.0,18693.0,11.0
100,Zr,40,6828.0,13.0,13016.0,10.0,12849.0,8.0
100,Nb,41,5533.0,14.0,9465.0,13.0,5793.0,19.0
100,Mo,42,8294.0,0.0,11146.0,12.0,980.0,17.0
100,Tc,43,6764.0,1.0,7339.0,1.0,7882.0,5.0
100,Ru,44,9673.0,0.0,9188.0,0.0,15032.0,1.0
100,Rh,45,8081.0,19.0,5254.0,18.0,21278.0,183.0
100,Pd,46,11101.0,18.0,6920.0,18.0,27929.0,302.0
101,Rb,37,4669.0,15082.0,36047.0,6625.0,6330.0,8948.0
101,Sr,38,3575.0,11.0,16366.0,21.0,28195.0,8.0
101,Y,39,5804.0,13.0,12529.0,10.0,21283.0,25.0
101,Zr,40,4859.0,11.0,13127.0,13.0,14792.0,8.0
101,Nb,41,7165.0,8.0,9803.0,8.0,8520.0,6.0
101,Mo,42,5398.0,0.0,11011.0,7.0,1912.0,4.0
101,Tc,43,8394.0,24.0,7440.0,24.0,5010.0,24.0
101,Ru,44,6802.0,0.0,9226.0,1.0,12121.0,1.0
101,Rh,45,9892.0,19.0,5474.0,5.0,18799.0,10923.0
101,Pd,46,8290.0,18.0,7129.0,18.0,25126.0,300.0
102,Sr,38,4905.0,67.0,16603.0,31406.0,67.0,4798.0
102,Y,39,4183.0,8.0,13137.0,9.0,23399.0,10.0
102,Zr,40,6493.0,12.0,13815.0,11.0,17518.0,8.0
102,Nb,41,5484.0,4.0,10427.0,8.0,10478.0,6.0
102,Mo,42,8117.0,8.0,11963.0,9.0,4337.0,8.0
102,Tc,43,6299.0,25.0,8341.0,9.0,2326.0,12.0
102,Ru,44,9219.0,0.0,10050.0,24.0,9446.0,1.0
102,Rh,45,7442.0,8.0,6114.0,6.0,16088.0,7.0
102,Pd,46,10542.0,4.0,7779.0,5.0,22968.0,100.0
103,Sr,38,3334.0,17004.0,33538.0,6133.0,3689.0,6724.0
103,Y,39,5355.0,11.0,13587.0,68.0,26146.0,14.0
103,Zr,40,4298.0,12.0,13931.0,10.0,19451.0,9.0
103,Nb,41,6795.0,4.0,10729.0,9.0,13003.0,4.0
103,Mo,42,5465.0,12.0,11945.0,9.0,6496.0,9.0
103,Tc,43,8102.0,13.0,8326.0,12.0,198.0,10.0
103,Ru,44,6232.0,0.0,9983.0,9.0,6615.0,1.0
103,Rh,45,9319.0,6.0,6214.0,2.0,13399.0,9.0
103,Pd,46,7625.0,0.0,7962.0,6.0,20484.0,70.0
103,Ag,47,10627.0,9.0,4188.0,4.0,28624.0,11340.0
104,Sr,38,4755.0,17787.0,36244.0,4311.0,3603.0,9332.0
104,Y,39,3678.0,13931.0,28440.0,8806.0,6125.0,5573.0
104,Zr,40,5980.0,13.0,14555.0,14.0,22371.0,9.0
104,Nb,41,4861.0,4.0,11292.0,9.0,15140.0,3.0
104,Mo,42,7460.0,12.0,12610.0,9.0,9045.0,9.0
104,Tc,43,5970.0,26.0,8831.0,26.0,2613.0,25.0
104,Ru,44,8899.0,2.0,10780.0,9.0,4127.0,3.0
104,Rh,45,6998.0,0.0,6981.0,2.0,10776.0,6.0
104,Pd,46,10009.0,1.0,8652.0,2.0,17768.0,5.0
104,Ag,47,8385.0,5.0,4948.0,4.0,25942.0,122.0
105,Y,39,5278.0,14453.0,31019.0,1337.0,6863.0,5753.0
105,Zr,40,3811.0,15.0,14690.0,24469.0,12.0,7703.0
105,Nb,41,6167.0,4.0,11480.0,10.0,17935.0,4.0
105,Mo,42,5058.0,12.0,12807.0,9.0,11080.0,9.0
105,Tc,43,7857.0,43.0,9229.0,36.0,4780.0,35.0
105,Ru,44,5910.0,0.0,10720.0,24.0,1600.0,2.0
105,Rh,45,8963.0,3.0,7044.0,2.0,8210.0,10.0
105,Pd,46,7094.0,0.0,8747.0,2.0,15079.0,4.0
105,Ag,47,10025.0,6.0,4964.0,4.0,23055.0,22.0
105,Cd,48,8436.0,2.0,6506.0,4.0,31522.0,300.0
106,Y,39,2854.0,14732.0,33723.0,8764.0,6233.0,6798.0
106,Zr,40,5156.0,433.0,14568.0,1405.0,27773.0,433.0
106,Nb,41,4359.0,5.0,12027.0,12.0,20159.0,6.0
106,Mo,42,6868.0,12.0,13507.0,9.0,13773.0,9.0
106,Tc,43,5557.0,37.0,9728.0,15.0,7166.0,12.0
106,Ru,44,8460.0,5.0,11322.0,35.0,808.0,5.0
106,Rh,45,6582.0,5.0,7717.0,5.0,5754.0,13.0
106,Pd,46,9560.0,0.0,9345.0,2.0,12553.0,5.0
106,Ag,47,7942.0,5.0,5813.0,2.0,20469.0,8.0
106,Cd,48,10869.0,1.0,7350.0,4.0,28912.0,100.0
107,Zr,40,3901.0,1203.0,15616.0,29482.0,1122.0,7601.0
107,Nb,41,5591.0,9.0,12462.0,433.0,23139.0,14.0
107,Mo,42,4488.0,12.0,13637.0,10.0,15821.0,9.0
107,Tc,43,7045.0,14.0,9904.0,12.0,9656.0,8.0
107,Ru,44,5610.0,9.0,11375.0,14.0,3127.0,8.0
107,Rh,45,8572.0,13.0,7829.0,13.0,3299.0,16.0
107,Pd,46,6536.0,0.0,9298.0,5.0,9860.0,5.0
107,Ag,47,9535.0,3.0,5788.0,2.0,17753.0,4.0
107,Cd,48,7929.0,1.0,7336.0,3.0,26450.0,70.0
107,In,49,11027.0,16.0,3721.0,11.0,34135.0,11480.0
108,Zr,40,5045.0,16278.0,32308.0,5411.0,4781.0,7096.0
108,Nb,41,3893.0,11.0,12455.0,1122.0,25485.0,16.0
108,Mo,42,6275.0,13.0,14321.0,12.0,18768.0,9.0
108,Tc,43,5244.0,11.0,10660.0,12.0,11683.0,9.0
108,Ru,44,7870.0,11.0,12200.0,11.0,5591.0,8.0
108,Rh,45,6239.0,18.0,8458.0,16.0,911.0,16.0
108,Pd,46,9222.0,1.0,9949.0,12.0,7454.0,5.0
108,Ag,47,7271.0,0.0,6523.0,2.0,15161.0,5.0
108,Cd,48,10333.0,2.0,8134.0,2.0,23470.0,5.0
108,In,49,8626.0,14.0,4418.0,8.0,31470.0,132.0
109,Zr,40,2911.0,16185.0,34546.0,6882.0,4724.0,5756.0
109,Nb,41,5215.0,258.0,12625.0,28309.0,258.0,8400.0
109,Mo,42,3981.0,14.0,14409.0,13.0,20940.0,11.0
