A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
138,Pr,59,8003.0,13.0,4504.0,11.0,21384.0,30.0
138,Nd,60,10505.0,16.0,6105.0,14.0,26218.0,10032.0
138,Pm,61,8938.0,30.0,2644.0,30.0,31272.0,14969.0
138,Sm,62,11542.0,44.0,4713.0,17.0,36567.0,10382.0
139,Sb,51,3639.0,12217.0,30913.0,10711.0,10975.0,3632.0
139,Te,52,2580.0,5.0,13273.0,1064.0,24708.0,3.0
139,I,53,4562.0,7.0,10063.0,5.0,18755.0,4.0
139,Xe,54,3743.0,3.0,10953.0,6.0,11303.0,7.0
139,Cs,55,5885.0,9.0,8017.0,4.0,4117.0,8.0
139,Ba,56,4723.0,0.0,9315.0,9.0,2899.0,27.0
139,La,57,8778.0,2.0,6253.0,2.0,9725.0,13.0
139,Ce,58,7448.0,8.0,7717.0,7.0,14567.0,13.0
139,Pr,59,9756.0,13.0,4536.0,8.0,19420.0,15.0
139,Nd,60,8066.0,29.0,6168.0,29.0,24382.0,11898.0
139,Pm,61,10631.0,30.0,2771.0,17.0,29370.0,12794.0
139,Sm,62,8953.0,16.0,4728.0,29.0,34739.0,12403.0
140,Sb,51,2222.0,12788.0,33112.0,11633.0,10714.0,3252.0
140,Te,52,4442.0,62.0,14077.0,26693.0,62.0,8354.0
140,I,53,3206.0,12.0,10690.0,12.0,20709.0,12.0
140,Xe,54,5413.0,3.0,11804.0,4.0,15089.0,2.0
140,Cs,55,4420.0,8.0,8694.0,8.0,7637.0,10.0
140,Ba,56,6426.0,7.0,9857.0,8.0,989.0,8.0
140,La,57,5160.0,0.0,6691.0,2.0,6102.0,24.0
140,Ce,58,9199.0,7.0,8138.0,1.0,12620.0,12.0
140,Pr,59,7940.0,9.0,5029.0,9.0,17702.0,51.0
140,Nd,60,10316.0,27.0,6729.0,8.0,22476.0,28.0
140,Pm,61,8784.0,27.0,3488.0,36.0,27731.0,800.0
140,Sm,62,11147.0,16.0,5244.0,18.0,32626.0,10195.0
140,Eu,63,9659.0,53.0,1894.0,52.0,37727.0,15222.0
141,Te,52,1982.0,13837.0,29246.0,10012.0,8597.0,20.0
141,I,53,4391.0,19.0,10639.0,64.0,23004.0,16.0
141,Xe,54,3282.0,3.0,11880.0,12.0,17235.0,3.0
141,Cs,55,5498.0,12.0,8780.0,9.0,11538.0,9.0
141,Ba,56,4534.0,9.0,9971.0,9.0,4460.0,6.0
141,La,57,6687.0,4.0,6951.0,8.0,2408.0,14.0
141,Ce,58,5428.0,0.0,8406.0,1.0,9499.0,8.0
141,Pr,59,9398.0,6.0,5228.0,1.0,16090.0,12.0
141,Nd,60,8005.0,4.0,6793.0,6.0,20968.0,20.0
141,Pm,61,10380.0,27.0,3552.0,14.0,25982.0,106.0
141,Sm,62,8549.0,15.0,5009.0,25.0,30552.0,12277.0
141,Eu,63,11011.0,53.0,1758.0,17.0,35561.0,13165.0
142,Te,52,3954.0,14549.0,31472.0,8280.0,8283.0,2283.0
142,I,53,2914.0,374.0,11572.0,25254.0,374.0,12517.0
142,Xe,54,5103.0,3.0,12591.0,16.0,19303.0,3.0
142,Cs,55,4108.0,11.0,9606.0,7.0,13272.0,7.0
142,Ba,56,6180.0,7.0,10653.0,10.0,8107.0,6.0
142,La,57,5163.0,7.0,7580.0,8.0,1117.0,24.0
142,Ce,58,7171.0,2.0,8890.0,4.0,5546.0,3.0
142,Pr,59,5843.0,0.0,5643.0,1.0,12474.0,30.0
142,Nd,60,9828.0,3.0,7223.0,1.0,18990.0,27.0
142,Pm,61,8690.0,27.0,4238.0,23.0,24582.0,700.0
142,Sm,62,11123.0,8.0,5752.0,14.0,28867.0,9938.0
142,Eu,63,9459.0,32.0,2668.0,31.0,34063.0,14853.0
142,Gd,64,11806.0,34.0,4322.0,30.0,38930.0,10737.0
143,I,53,3932.0,11550.0,27541.0,10567.0,10810.0,1045.0
143,Xe,54,3044.0,5.0,12721.0,374.0,21403.0,5.0
143,Cs,55,5232.0,10.0,9734.0,8.0,15392.0,7.0
143,Ba,56,4166.0,8.0,10711.0,9.0,10065.0,6.0
143,La,57,6218.0,9.0,7618.0,9.0,4789.0,7.0
143,Ce,58,5144.0,0.0,8871.0,5.0,2089.0,3.0
143,Pr,59,7352.0,1.0,5824.0,1.0,8826.0,11.0
143,Nd,60,6123.0,0.0,7503.0,1.0,15770.0,200.0
143,Pm,61,9889.0,23.0,4299.0,2.0,22541.0,51.0
143,Sm,62,8602.0,3.0,5664.0,23.0,27348.0,13.0
143,Eu,63,10999.0,32.0,2543.0,11.0,32194.0,12403.0
143,Gd,64,9343.0,202.0,4206.0,202.0,36971.0,12405.0
144,I,53,2721.0,12291.0,29570.0,11801.0,10071.0,524.0
144,Xe,54,4740.0,7.0,13531.0,23559.0,6.0,8608.0
144,Cs,55,3667.0,21.0,10357.0,20.0,17479.0,20.0
144,Ba,56,5901.0,9.0,11380.0,10.0,11980.0,7.0
144,La,57,4749.0,14.0,8201.0,14.0,6566.0,13.0
144,Ce,58,6896.0,3.0,9549.0,7.0,1533.0,2.0
144,Pr,59,5753.0,2.0,6432.0,3.0,5131.0,11.0
144,Nd,60,7817.0,0.0,7968.0,1.0,11988.0,27.0
144,Pm,61,6526.0,1.0,4702.0,2.0,19047.0,28.0
144,Sm,62,10519.0,2.0,6293.0,2.0,25395.0,7.0
144,Eu,63,9449.0,15.0,3390.0,11.0,31009.0,13.0
144,Gd,64,11599.0,202.0,4807.0,30.0,35152.0,10264.0
144,Tb,65,10020.0,58.0,1425.0,202.0,40109.0,15302.0
145,Xe,54,2692.0,12.0,13502.0,25573.0,35.0,9848.0
145,Cs,55,4854.0,21.0,10471.0,10.0,19571.0,11.0
145,Ba,56,3820.0,11.0,11533.0,21.0,13915.0,8.0
145,La,57,6056.0,17.0,8357.0,14.0,8432.0,12.0
145,Ce,58,4706.0,33.0,9506.0,36.0,3584.0,33.0
145,Pr,59,6946.0,7.0,6483.0,7.0,1634.0,7.0
145,Nd,60,5755.0,0.0,7970.0,2.0,8505.0,19.0
145,Pm,61,7922.0,1.0,4808.0,2.0,14879.0,109.0
145,Sm,62,6757.0,0.0,6524.0,2.0,22408.0,6.0
145,Eu,63,10443.0,11.0,3314.0,2.0,28871.0,8.0
145,Gd,64,9238.0,34.0,4596.0,22.0,33686.0,12025.0
145,Tb,65,12091.0,112.0,1917.0,112.0,38806.0,12553.0
146,Xe,54,4532.0,26.0,14305.0,27680.0,29.0,8036.0
146,Cs,55,3327.0,9.0,11106.0,11.0,21370.0,34.0
146,Ba,56,5502.0,22.0,12181.0,22.0,15978.0,20.0
146,La,57,4286.0,35.0,8823.0,34.0,10404.0,33.0
146,Ce,58,6639.0,37.0,10089.0,20.0,5360.0,16.0
146,Pr,59,5126.0,35.0,6902.0,48.0,436.0,35.0
146,Nd,60,7565.0,0.0,8588.0,7.0,4840.0,3.0
146,Pm,61,6258.0,4.0,5311.0,4.0,11690.0,45.0
146,Sm,62,8416.0,2.0,7017.0,3.0,18441.0,7.0
146,Eu,63,7197.0,6.0,3755.0,5.0,25879.0,8.0
146,Gd,64,11230.0,20.0,5383.0,4.0,31763.0,7.0
146,Tb,65,9446.0,118.0,2126.0,49.0,36708.0,14706.0
147,Cs,55,4681.0,8.0,11254.0,25.0,23524.0,17.0
147,Ba,56,3388.0,28.0,12242.0,19.0,17882.0,19.0
147,La,57,5699.0,35.0,9020.0,23.0,12363.0,10.0
147,Ce,58,4449.0,18.0,10252.0,34.0,7252.0,8.0
147,Pr,59,6834.0,38.0,7097.0,22.0,2100.0,16.0
147,Nd,60,5292.0,0.0,8754.0,34.0,2789.0,1.0
147,Pm,61,7659.0,4.0,5405.0,0.0,8299.0,8.0
147,Sm,62,6341.0,2.0,7101.0,4.0,15070.0,8.0
147,Eu,63,8498.0,6.0,3837.0,3.0,21787.0,5.0
147,Gd,64,7342.0,4.0,5528.0,6.0,28749.0,38.0
147,Tb,65,11050.0,45.0,1945.0,8.0,34768.0,10.0
148,Cs,55,3062.0,15.0,11840.0,25624.0,19.0,11754.0
148,Ba,56,5401.0,66.0,12962.0,63.0,19814.0,63.0
148,La,57,4101.0,22.0,9733.0,27.0,14156.0,20.0
148,Ce,58,6455.0,14.0,11008.0,15.0,8937.0,11.0
148,Pr,59,5162.0,21.0,7810.0,17.0,3763.0,18.0
148,Nd,60,7332.0,1.0,9252.0,15.0,1138.0,1.0
148,Pm,61,5894.0,5.0,6007.0,5.0,6328.0,13.0
148,Sm,62,8141.0,0.0,7582.0,0.0,11476.0,8.0
148,Eu,63,6825.0,10.0,4321.0,10.0,18308.0,84.0
148,Gd,64,8983.0,1.0,6013.0,2.0,24790.0,10.0
148,Tb,65,7865.0,14.0,2469.0,12.0,31772.0,16.0
148,Dy,66,11734.0,12.0,4405.0,11.0,37529.0,10614.0
149,Ba,56,3597.0,442.0,13498.0,438.0,21255.0,437.0
149,La,57,5582.0,201.0,9915.0,209.0,15844.0,200.0
149,Ce,58,4342.0,15.0,11250.0,22.0,10465.0,10.0
149,Pr,59,6575.0,17.0,7929.0,14.0,5401.0,10.0
149,Nd,60,5038.0,0.0,9129.0,15.0,751.0,3.0
149,Pm,61,7269.0,5.0,5945.0,2.0,4575.0,3.0
149,Sm,62,5870.0,0.0,7558.0,5.0,9439.0,9.0
149,Eu,63,8213.0,10.0,4393.0,3.0,14794.0,12.0
149,Gd,64,6929.0,3.0,6116.0,10.0,21385.0,28.0
149,Tb,65,9022.0,12.0,2508.0,3.0,27606.0,14579.0
149,Dy,66,7907.0,12.0,4447.0,15.0,34497.0,13757.0
150,Ba,56,4851.0,13939.0,23780.0,7722.0,6884.0,1894.0
150,La,57,3981.0,479.0,10298.0,617.0,17467.0,435.0
150,Ce,58,6248.0,15.0,11915.0,200.0,12204.0,11.0
150,Pr,59,5332.0,13.0,8919.0,13.0,6491.0,10.0
150,Nd,60,7375.0,1.0,9929.0,9.0,2084.0,6.0
150,Pm,61,5604.0,20.0,6510.0,20.0,2491.0,21.0
150,Sm,62,7986.0,0.0,8275.0,1.0,7741.0,4.0
150,Eu,63,6422.0,7.0,4945.0,6.0,12846.0,15.0
150,Gd,64,8708.0,6.0,6611.0,7.0,17932.0,18.0
150,Tb,65,7688.0,8.0,3267.0,7.0,24615.0,15874.0
150,Dy,66,9685.0,10.0,5109.0,5.0,30671.0,11938.0
150,Ho,67,8370.0,18.0,1538.0,16.0,37306.0,16624.0
151,Ba,56,3111.0,14059.0,26003.0,9021.0,6835.0,693.0
151,La,57,5251.0,615.0,10699.0,20075.0,435.0,10520.0
151,Ce,58,4449.0,21.0,12384.0,435.0,13351.0,17.0
151,Pr,59,6550.0,14.0,9221.0,16.0,7873.0,11.0
151,Nd,60,5334.0,0.0,9931.0,9.0,3245.0,2.0
151,Pm,61,7860.0,20.0,6995.0,4.0,1762.0,5.0
151,Sm,62,5596.0,0.0,8268.0,20.0,5823.0,3.0
151,Eu,63,7931.0,6.0,4890.0,0.0,11030.0,8.0
151,Gd,64,6496.0,6.0,6685.0,6.0,15922.0,16.0
151,Tb,65,8589.0,8.0,3148.0,7.0,20850.0,19.0
151,Dy,66,7514.0,5.0,4935.0,7.0,27210.0,300.0
151,Ho,67,9748.0,16.0,1602.0,8.0,33514.0,14783.0
152,La,57,4051.0,11639.0,21964.0,11321.0,8694.0,393.0
152,Ce,58,5827.0,12959.0,15782.0,7860.0,6104.0,214.0
152,Pr,59,5049.0,21.0,9821.0,25.0,9130.0,18.0
152,Nd,60,7277.0,24.0,10658.0,27.0,4557.0,24.0
152,Pm,61,5939.0,26.0,7600.0,25.0,537.0,47.0
152,Sm,62,8257.0,0.0,8665.0,4.0,4644.0,4.0
152,Eu,63,6306.0,0.0,5600.0,0.0,9283.0,12.0
152,Gd,64,8589.0,2.0,7343.0,0.0,14206.0,8.0
152,Tb,65,7164.0,40.0,3817.0,40.0,18996.0,67.0
152,Dy,66,9436.0,5.0,5783.0,5.0,23847.0,149.0
152,Ho,67,8053.0,15.0,2141.0,12.0,30183.0,16415.0
153,La,57,4841.0,11638.0,24588.0,9591.0,8705.0,2243.0
153,Ce,58,4001.0,12909.0,17650.0,9111.0,6084.0,637.0
153,Pr,59,5881.0,22.0,9877.0,11798.0,11.0,10367.0
153,Nd,60,5252.0,24.0,10861.0,18.0,5552.0,3.0
153,Pm,61,7464.0,27.0,7787.0,26.0,665.0,9.0
153,Sm,62,5868.0,0.0,8594.0,25.0,3416.0,3.0
153,Eu,63,8550.0,0.0,5893.0,0.0,8355.0,5.0
153,Gd,64,6246.0,0.0,7283.0,0.0,12413.0,9.0
153,Tb,65,8667.0,40.0,3895.0,3.0,17340.0,12.0
153,Dy,66,7096.0,5.0,5715.0,40.0,21935.0,13191.0
153,Ho,67,9478.0,13.0,2183.0,6.0,26639.0,150.0
153,Er,68,8039.0,12.0,4152.0,15.0,33168.0,13864.0
154,La,57,3541.0,12349.0,26982.0,10892.0,8274.0,1654.0
154,Ce,58,5381.0,13449.0,20236.0,7781.0,5955.0,1633.0
154,Pr,59,4607.0,113.0,10484.0,13633.0,113.0,11586.0
154,Nd,60,6566.0,52.0,11545.0,53.0,7880.0,52.0
154,Pm,61,5935.0,47.0,8470.0,46.0,1644.0,64.0
154,Sm,62,7966.0,0.0,9096.0,9.0,2061.0,7.0
154,Eu,63,6442.0,0.0,6467.0,0.0,7098.0,8.0
154,Gd,64,8894.0,0.0,7627.0,0.0,11100.0,4.0
154,Tb,65,6914.0,45.0,4562.0,45.0,15729.0,47.0
154,Dy,66,9322.0,8.0,6369.0,8.0,20461.0,18.0
154,Ho,67,7698.0,9.0,2785.0,9.0,24924.0,16189.0
154,Er,68,10207.0,10.0,4881.0,6.0,29935.0,11710.0
155,La,57,4472.0,12399.0,29009.0,9250.0,8644.0,3354.0
155,Ce,58,3632.0,13539.0,22411.0,8990.0,6374.0,423.0
155,Pr,59,5381.0,114.0,10485.0,16402.0,17.0,10205.0
155,Nd,60,4530.0,53.0,11467.0,113.0,9786.0,9.0
155,Pm,61,6499.0,46.0,8403.0,52.0,4310.0,10.0
155,Sm,62,5806.0,0.0,8967.0,46.0,1035.0,9.0
155,Eu,63,8151.0,0.0,6651.0,1.0,5778.0,17.0
155,Gd,64,6435.0,0.0,7620.0,0.0,9860.0,6.0
155,Tb,65,9165.0,46.0,4833.0,9.0,14624.0,13.0
155,Dy,66,6832.0,12.0,6288.0,46.0,18652.0,19.0
155,Ho,67,9471.0,19.0,2934.0,18.0,23494.0,25.0
155,Er,68,7675.0,7.0,4858.0,10.0,28039.0,13513.0
155,Tm,69,10270.0,17.0,1309.0,10.0,32698.0,14553.0
156,Ce,58,5111.0,14178.0,24541.0,7421.0,6104.0,2704.0
156,Pr,59,4224.0,11076.0,18515.0,11363.0,8206.0,138.0
156,Nd,60,6261.0,200.0,12347.0,200.0,12061.0,200.0
156,Pm,61,5295.0,5.0,9168.0,9.0,5927.0,5.0
156,Sm,62,7240.0,8.0,9709.0,9.0,1168.0,8.0
156,Eu,63,6335.0,3.0,7180.0,3.0,4603.0,60.0
156,Gd,64,8536.0,0.0,8005.0,0.0,8323.0,24.0
156,Tb,65,6912.0,10.0,5309.0,3.0,13256.0,14.0
156,Dy,66,9444.0,9.0,6567.0,9.0,17263.0,9.0
156,Ho,67,7510.0,62.0,3612.0,60.0,21779.0,80.0
156,Er,68,10073.0,25.0,5461.0,30.0,26394.0,151.0
156,Tm,69,8279.0,17.0,1914.0,15.0,30973.0,16481.0
157,Ce,58,3182.0,14169.0,26747.0,8711.0,6463.0,1464.0
157,Pr,59,5044.0,11009.0,20919.0,9951.0,8543.0,1364.0
157,Nd,60,4059.0,201.0,12183.0,14361.0,24.0,9664.0
157,Pm,61,6204.0,7.0,9112.0,200.0,8466.0,7.0
157,Sm,62,5388.0,9.0,9802.0,5.0,2746.0,6.0
157,Eu,63,7447.0,5.0,7387.0,9.0,2626.0,23.0
157,Gd,64,6359.0,0.0,8029.0,3.0,7409.0,26.0
157,Tb,65,8743.0,3.0,5517.0,0.0,12054.0,27.0
157,Dy,66,6966.0,5.0,6622.0,6.0,16002.0,12.0
157,Ho,67,9425.0,64.0,3592.0,23.0,20392.0,26.0
157,Er,68,7273.0,36.0,5223.0,65.0,24510.0,13336.0
157,Tm,69,9946.0,31.0,1786.0,37.0,29115.0,152.0
157,Yb,70,8227.0,13.0,3876.0,17.0,33952.0,13914.0
158,Pr,59,3861.0,11688.0,22925.0,11201.0,8314.0,753.0
158,Nd,60,5664.0,12803.0,16635.0,8224.0,6225.0,628.0
158,Pm,61,4863.0,15.0,9916.0,28.0,10381.0,13.0
158,Sm,62,6643.0,6.0,10242.0,8.0,5157.0,5.0
158,Eu,63,5867.0,11.0,7866.0,11.0,1067.0,28.0
158,Gd,64,7937.0,0.0,8519.0,4.0,5385.0,25.0
158,Tb,65,6778.0,1.0,5936.0,0.0,10767.0,25.0
158,Dy,66,9054.0,5.0,6932.0,2.0,14397.0,8.0
158,Ho,67,7426.0,35.0,4052.0,27.0,18975.0,31.0
158,Er,68,9961.0,36.0,5759.0,34.0,23201.0,30.0
158,Tm,69,8065.0,37.0,2578.0,36.0,27537.0,16219.0
158,Yb,70,10659.0,13.0,4589.0,29.0,32378.0,11535.0
159,Pr,59,4830.0,11717.0,24955.0,9553.0,8596.0,2391.0
159,Nd,60,3824.0,12766.0,18754.0,9444.0,6625.0,659.0
159,Pm,61,5536.0,16.0,9789.0,12978.0,10.0,10618.0
159,Sm,62,5028.0,7.0,10407.0,14.0,6959.0,6.0
159,Eu,63,6859.0,11.0,8082.0,6.0,1286.0,5.0
159,Gd,64,5943.0,0.0,8595.0,10.0,4000.0,3.0
159,Tb,65,8133.0,0.0,6131.0,0.0,8961.0,27.0
159,Dy,66,6831.0,2.0,6985.0,1.0,13328.0,17.0
159,Ho,67,9213.0,27.0,4211.0,3.0,17620.0,37.0
159,Er,68,7328.0,25.0,5662.0,27.0,21708.0,17.0
159,Tm,69,9938.0,37.0,2555.0,37.0,26131.0,34.0
159,Yb,70,7899.0,19.0,4424.0,30.0,30544.0,13581.0
159,Lu,71,10567.0,40.0,987.0,38.0,34964.0,14424.0
160,Nd,60,5398.0,13334.0,20808.0,7907.0,6271.0,1557.0
160,Pm,61,4519.0,10484.0,14834.0,11763.0,8324.0,1185.0
160,Sm,62,6098.0,8.0,10969.0,11.0,9437.0,5.0
160,Eu,63,5508.0,10.0,8561.0,11.0,2902.0,17.0
160,Gd,64,7451.0,0.0,9187.0,4.0,1877.0,24.0
160,Tb,65,6375.0,0.0,6563.0,0.0,7534.0,34.0
160,Dy,66,8576.0,1.0,7429.0,1.0,11510.0,7.0
160,Ho,67,7124.0,15.0,4504.0,15.0,16112.0,58.0
160,Er,68,9574.0,24.0,6023.0,24.0,20125.0,26.0
160,Tm,69,7802.0,44.0,3029.0,34.0,24478.0,64.0
160,Yb,70,10395.0,19.0,4881.0,28.0,28836.0,150.0
160,Lu,71,8632.0,68.0,1720.0,59.0,33531.0,16451.0
161,Nd,60,3526.0,13357.0,22918.0,9211.0,6606.0,282.0
161,Pm,61,5305.0,10391.0,17226.0,10282.0,8683.0,259.0
161,Sm,62,4508.0,9.0,10959.0,11383.0,6.0,10593.0
161,Eu,63,6382.0,14.0,8845.0,11.0,5405.0,10.0
161,Gd,64,5635.0,1.0,9314.0,9.0,304.0,8.0
161,Tb,65,7696.0,0.0,6808.0,1.0,5562.0,27.0
161,Dy,66,6454.0,0.0,7508.0,1.0,10216.0,15.0
161,Ho,67,8885.0,15.0,4813.0,2.0,14634.0,28.0
161,Er,68,7208.0,25.0,6107.0,17.0,18886.0,24.0
161,Tm,69,9668.0,44.0,3123.0,37.0,23119.0,37.0
161,Yb,70,7748.0,16.0,4826.0,37.0,27284.0,13441.0
161,Lu,71,10363.0,63.0,1688.0,28.0,31722.0,152.0
161,Hf,72,8447.0,24.0,3333.0,61.0,36335.0,14104.0
162,Pm,61,4206.0,11071.0,19306.0,11475.0,8301.0,365.0
162,Sm,62,5929.0,11583.0,13652.0,9183.0,6889.0,924.0
162,Eu,63,4983.0,36.0,9320.0,35.0,7338.0,35.0
162,Gd,64,6845.0,3.0,9777.0,11.0,2054.0,3.0
162,Tb,65,6285.0,36.0,7459.0,36.0,4198.0,44.0
162,Dy,66,8196.0,0.0,8008.0,1.0,8355.0,15.0
162,Ho,67,6915.0,3.0,5274.0,3.0,13209.0,75.0
162,Er,68,9204.0,8.0,6426.0,2.0,17165.0,8.0
162,Tm,69,7650.0,38.0,3565.0,27.0,21697.0,58.0
162,Yb,70,10058.0,21.0,5216.0,31.0,25827.0,23.0
162,Lu,71,8340.0,80.0,2281.0,76.0,30330.0,16041.0
162,Hf,72,10925.0,24.0,3895.0,29.0,34729.0,11811.0
163,Pm,61,4951.0,10988.0,21347.0,10049.0,8748.0,1083.0
163,Sm,62,4262.0,11639.0,15661.0,10226.0,7146.0,2060.0
163,Eu,63,5852.0,74.0,9244.0,9893.0,65.0,10897.0
163,Gd,64,5104.0,9.0,9899.0,36.0,3853.0,9.0
163,Tb,65,6991.0,36.0,7604.0,5.0,1867.0,6.0
163,Dy,66,6271.0,0.0,7994.0,36.0,7082.0,15.0
163,Ho,67,8408.0,3.0,5485.0,0.0,11586.0,27.0
163,Er,68,6904.0,4.0,6415.0,5.0,15904.0,25.0
163,Tm,69,9322.0,26.0,3683.0,5.0,20194.0,38.0
163,Yb,70,7544.0,21.0,5110.0,30.0,24390.0,54.0
163,Lu,71,10030.0,80.0,2254.0,31.0,28789.0,33.0
163,Hf,72,8165.0,26.0,3720.0,79.0,33071.0,14009.0
164,Sm,62,5454.0,12142.0,17866.0,8978.0,6997.0,132.0
164,Eu,63,4967.0,9950.0,11601.0,11859.0,8155.0,2501.0
164,Gd,64,6531.0,10578.0,6169.0,9640.0,6882.0,2544.0
164,Tb,65,5553.0,100.0,8053.0,100.0,173.0,102.0
164,Dy,66,7658.0,0.0,8660.0,4.0,4950.0,15.0
164,Ho,67,6674.0,1.0,5889.0,1.0,10339.0,27.0
164,Er,68,8846.0,4.0,6853.0,0.0,14124.0,15.0
164,Tm,69,7246.0,25.0,4025.0,24.0,18621.0,37.0
164,Yb,70,9789.0,21.0,5577.0,16.0,22781.0,18.0
164,Lu,71,7922.0,39.0,2632.0,31.0,27169.0,61.0
164,Hf,72,10626.0,29.0,4316.0,32.0,31396.0,150.0
164,Ta,73,8819.0,47.0,1308.0,37.0,35939.0,16597.0
165,Sm,62,3777.0,12227.0,19804.0,10152.0,7426.0,1389.0
165,Eu,63,5414.0,9910.0,14175.0,10707.0,8670.0,1292.0
165,Gd,64,4750.0,10361.0,8069.0,10743.0,7115.0,3723.0
165,Tb,65,6559.0,8081.0,2364.0,11459.0,8579.0,3784.0
165,Dy,66,5715.0,0.0,8823.0,100.0,3317.0,26.0
165,Ho,67,7988.0,1.0,6220.0,0.0,8456.0,26.0
165,Er,68,6650.0,0.0,6829.0,1.0,12886.0,27.0
165,Tm,69,9096.0,24.0,4275.0,1.0,17081.0,13.0
165,Yb,70,7349.0,30.0,5680.0,36.0,21434.0,36.0
165,Lu,71,9871.0,38.0,2713.0,30.0,25782.0,35.0
165,Hf,72,7888.0,32.0,4282.0,39.0,29841.0,13866.0
165,Ta,73,10636.0,31.0,1318.0,20.0,34255.0,14126.0
166,Eu,63,4555.0,10688.0,15864.0,11605.0,8376.0,1688.0
166,Gd,64,6148.0,11095.0,10396.0,9562.0,6819.0,1837.0
166,Tb,65,5390.0,8721.0,4003.0,70.0,12600.0,8293.0
166,Dy,66,7043.0,0.0,9308.0,989.0,7.0,10203.0
166,Ho,67,6243.0,0.0,6747.0,0.0,7050.0,29.0
166,Er,68,8475.0,1.0,7316.0,0.0,11067.0,27.0
166,Tm,69,7030.0,11.0,4655.0,11.0,15790.0,30.0
166,Yb,70,9371.0,27.0,5955.0,7.0,19707.0,11.0
